id,length,comment,annotator_1,annotator_2,change
3058,27,64 වියැති වයෝවෘද්ධ කාන්තාව.,neutral,neutral,1
3079,31,දැන් ලංකාවෙ අයත් මේක කොපි කරයි.,negative,negative,1
3086,38,නරි ඉන්දියන් කාරයෝ නරි වැඩම තමා කරන්නේ,negative,negative,1
3096,35,අවුරුදු 10කින් මුදල පියවන්න පුළුවන්,positive,positive,1
3116,20,මෙන්න දානවනම් නිවුස්,positive,neutral,0
3127,20,අපෙ හාමුදුරුවනෙ හුලං,conflict,neutral,0
3142,22,එන්න. අපි තාලෙට කියමු.,neutral,neutral,1
3156,42,උඹලට අඩු පොලියට බලු බෙට්ටක් උනත් කමක් නැහැ,negative,negative,1
3165,22,හිට මකුණා ම තමා උඹ නම්,negative,neutral,0
3166,8,හිටමකුණා,neutral,neutral,1
3167,26,අනේ උබත් ඒ බෝම්බෙට අහූනානම,negative,negative,1
3185,29,ඔබතුමාට නිවන්සුව ලැබේවා පතමු.,positive,positive,1
3195,28,උතුම් පුද්ගලයෙකුගේ සමුගැනීම.,negative,conflict,0
3203,34,චින්තක හැක හැක සිංහල බැහැ නේද ගොනෝ,negative,negative,1
3205,6,ඔබ හරි,positive,positive,1
3206,30,එතුමා කියපු එක බොරුවක් කියන්න.,negative,negative,1
3208,19,උඹ දන්න බිබක් නැහැ.,negative,negative,1
3214,23,ඔන්න පටන් ාරන් තියෙන්නෙ,neutral,neutral,1
3215,13,හරිම කනගාටුයි,negative,negative,1
3223,27,පුතා දාගන්න බැරි වෙලා වගෙයි,negative,negative,1
3232,36,දෙවියන් වහන්සේ අපව ගළවාගන්නවා නියතයි,positive,positive,1
3233,30,ඔව් දෙය්යෝ ඇමෙරිකාව ගලෝ ගත්තනේ,neutral,positive,0
3236,19,ජොසපියානු ප්රර්ජාව.,neutral,neutral,1
3237,21,ඒකට නං මටත් හිනා ගියා,positive,positive,1
3239,22,ආමේනියානු ජෝජියානු වගේ,neutral,neutral,1
3247,25,තොන්ඩමන් වගේ කෙනෙක් මලොත්,negative,neutral,0
3258,42,පස්සේ නම සිංහල නමකට වෙනස් කළා වෙන්න බැරි ද,neutral,neutral,1
3261,24,මේ පොල්කරුවා නේ හත්වලාමෙ,negative,neutral,0
3268,22,මුට නෙලන්න ඕනෙ අම්බානක,negative,negative,1
3269,41,හැබැයි නෙලන අය දාගන තමයි වැඩේට බහින්න ඔ්න,negative,negative,1
3272,16,මෙයත් අර පොකුරෙද,neutral,neutral,1
3280,27,අයිතිකරුවන් සිංහල වෙන්නැති.,neutral,neutral,1
3287,26,ඔන්න අම්මලා පින් සිදු වේවා,positive,positive,1
3300,29,ලන්කාවෙ බාල වයස් විවාහය තහනමට,conflict,conflict,1
3318,35,මුලින්ම හරියට විස්තරේ කියවලා හිටපං.,neutral,neutral,1
3324,29,ඔව්වා අපිට පිලිගන්න බෑ ලොක්කා,negative,negative,1
3330,36,මුලින්ම කියන්න ඉන්දියාවෙන් ආවාදනැද්ද,neutral,neutral,1
3336,9,අනේ මන්දා,negative,negative,1
3342,40,මේ පාර ස ගෙ පිහිට විතරක් ඇතිවෙයි ද මන්දා,negative,negative,1
3351,40,බෝම්බ කරුවන්ගේ නීතිඥයා දැන් අධිකරණ ඇමැති,negative,negative,1
3363,17,ටැන්කියු. ලස්ස 69,positive,positive,1
3366,38,ඊලග 69 ලක්ෂයට මටනම් ඉන්න බැරිවෙයි වගේ.,negative,negative,1
3369,20,ගොට්ටට නියම තෑන දීලා,negative,negative,1
3370,23,පහත් තැනින් යයි ගලා ජලේ,neutral,neutral,1
3389,40,හොඳට තිබිච්ච රටක් අපි වැටිච්ච තැනක් සෑර්,negative,negative,1
3401,33,තව රට වටෙන්ම අහු වෙනකන් නොදා ඉමු.,neutral,neutral,1
3403,42,මේක අපේ සජිත් මහත්මයා තවම දන්නේ නැතුව ඇති.,neutral,neutral,1
3412,37,ලෝකයට චීනය ලංකාවට ගම්පහ නැද්ද ප්රසන්න,neutral,neutral,1
3424,32,තව රට වටෙන්ම අහු වෙනකන් නොදා ඉමු,neutral,neutral,1
3431,34,ඉක්මනින් පියවර ගන්න දැන් වෙලාව හරි,positive,positive,1
3434,25,එයාලා හැංගිමුත්තන් කරනවා.,neutral,negative,0
3438,27,හප්පා අපි අරිම ශ්රේෂ්ටෛ නේ.,positive,positive,1
3440,5,ඔව් ස,neutral,positive,0
3450,16,බලෙන් වැඩ ගන්නවා,negative,negative,1
3466,19,නේවි එකටත් උනේ ඔීකම,neutral,neutral,1
3468,6,රෙස්ට්,neutral,neutral,1
3485,11,සහතික ඈත්ත.,positive,positive,1
3507,20,එතකොට දැන් වරද කාගේද,neutral,neutral,1
3514,14,නියමයි. බැබුන්,conflict,positive,0
3525,25,අපේ හරින් සර්.ජය වේවා සර්,positive,positive,1
3539,40,අනිත් පැතිත් නතර නොකරන්නේ මන්ද ලොකු එකක්,negative,negative,1
3540,16,හොරන ගැන මීක් නෑ,negative,negative,1
3542,32,මෙතන කලේ හිතාමතාම් රෝහල් ගතවීමක්,negative,negative,1
3565,15,උඹ දෙරනෙද හිරුද,neutral,neutral,1
3567,25,චන්දේ ඉවරනේ ශෝ ඉවරයි දැන්,neutral,neutral,1
3579,37,මොන විහිළුවක් ද රටේ ජනගහණය සලකලා නෑනේ,negative,negative,1
3580,25,ඇයි. බැරිද පලවෙනියට එන්න.,conflict,neutral,0
3599,28,නම ත් ලස්සනයි. ඔයත් ලස්සනයි.,positive,positive,1
3608,31,හකු බැහැපු කෑලි වල මොන හැඩ වැඩද,negative,negative,1
3614,38,චූ ලක්ෂි. රන්ජන් අයියා ගේ යාලුවෙක් නේද,neutral,neutral,1
3616,18,කුණු කය නිස්සාරයි.,negative,negative,1
3675,8,ඇයි 195.,neutral,neutral,1
3678,35,ඉහළම විදේශ විනිමය උපයන සමාගම 15000.,neutral,neutral,1
3680,28,මරව මරව අතිකාල කරවල. ලැජ්ජයි,negative,negative,1
3688,14,ඒ එහෙන් ආපු අය,neutral,neutral,1
3702,38,දැන් නම් ඉතාලිය වගේ වේගෙන එන්නෙ කොල්ලො,neutral,neutral,1
3704,31,බය වෙන්න එපා යකුනේ සෑර් ඉන්නවා.,positive,positive,1
3716,11,හරියටම හරි.,positive,positive,1
3727,11,එතකොට ලංකාව,neutral,neutral,1
3729,36,මේකෙන් ගැලවෙන්න තව සෑහෙන කාලයක් යාවී,negative,neutral,0
3750,41,චනිදිමාලයගෙ බඩු පාටියට කලින් මෙක උනෙ නැනී,negative,negative,1
3769,6,මූ නම්,neutral,neutral,1
3778,27,සර් හොඳ නැත්තං විකල්පය කිම.,neutral,neutral,1
3783,29,මං මේ නිකන් අහන්නේ මල ගෙදරින්,neutral,neutral,1
3784,4,බැහැ,negative,negative,1
3791,16,රංජා කිව්වා හරි.,positive,positive,1
3792,33,මුන්ට ලැජ්ජාවක්වත් නැද්ද කාලකන්ණි,negative,negative,1
3795,20,අකුලොලම මැරිලා පලයව්,negative,negative,1
3812,18,ඇති හැකි අයට පමණයි,neutral,neutral,1
3830,22,එහෙම්මම එපා අනේ.පවුනේ.,negative,negative,1
3851,27,ඒ වුනාට 23 තියෙනවනේ. ඒ මදිද,neutral,neutral,1
3870,29,බයියන්ගේ තවත් ජයග්රහණයක් හුරේ,conflict,conflict,1
3871,7,මූ කවුද,negative,neutral,0
3873,19,බෞද්ධ අපිට හොද වැඩේ,positive,positive,1
3874,12,කොරෝනද දන්නෑ,negative,negative,1
3877,25,13 වෙනිදාටත් අසනීප උනොත්.,negative,neutral,0
3883,25,ගං මං පිල කිවුවම අඩු කුලේ,negative,negative,1
3884,40,ක්රියාවෙන් නම් අඩු කුලේ වැඩ තමයි කරන්නෙ.,negative,negative,1
3901,37,රෙකෝඩ්ස් ටික ගනිල්ලකො ඇමිනෙන්නේ නැතිව,negative,negative,1
3903,12,නොසලකා හැරීම,negative,negative,1
3934,18,මොන බූවෙක්ද බං මූ.,negative,negative,1
3936,33,ගොනෙක් වුනාට ගොන් කතා ලියන්න එපා.,negative,negative,1
3940,42,මේක කතාව තමයි අද හෙටම එන්න තියන අලුත්ම එක.,neutral,neutral,1
3946,28,අයියෝ. ඒකත් අපිද ගෙවන්න ඕනේ.,negative,negative,1
3965,15,කොල්ලොම තමයි නේ,neutral,neutral,1
3982,25,69 69 69 69 69 69 ජයවේවා.,positive,positive,1
3995,20,වෛද්ය පර්යේෂණ ආයතනය.,neutral,neutral,1
4020,14,රටින් එන උන්ව.,neutral,neutral,1
4026,18,සම්පූර්ණයෙන් එකගයි,positive,positive,1
4032,39,ඇයි හු ටෙස්ට් ටෙස්ට් කියලා මොනවද කරන්නෙ,negative,negative,1
4051,19,රටකට ඕනේ අපමණ අගයක්,positive,neutral,0
4054,25,ඉතින් දැන් කරපංකෝ එහෙනම්.,negative,negative,1
4061,27,අනේ යකෝ තෝ වගේ මෝඩ මූසලයෙක්,negative,negative,1
4099,37,පාකිස්තානයේ සිද්ධිය තමයි නැඟැලම ගියේ.,positive,positive,1
4106,42,මොනවද ලොල්ලො වපුරලා තියෙන බීජ සම්බාද නාඩූද,negative,negative,1
4115,19,කොල්ලත් ලස්සනයි නේ.,positive,positive,1
4120,19,රංගන ශිල්පිනියක් බං,neutral,neutral,1
4133,15,මහ පුදුම මඟුලක්,negative,negative,1
4141,25,ළමයි කොහොමද විභාගයට එන්නෙ,neutral,neutral,1
4148,39,හෙට සිට සියලු බස් රථ ආසනගත මගීන්ට පමණයි,neutral,neutral,1
4151,19,දීපව්යාප්ත වෙලා වගේ,neutral,neutral,1
4153,40,කියලා වැඩක් නැ මචං බගෙට බාගයක් බදු ගහලා.,negative,negative,1
4168,38,එතකොට ආයෙ දිග නිවාඩු ලැබේන් නැති වෙයිද,negative,negative,1
4170,20,තප්පුලන්නෙ නතුව හිටු,negative,negative,1
4173,15,සාදු සාදු සාදු.,positive,positive,1
4187,25,කෝ බං සුපිරියි අයිකොන් එක,conflict,positive,0
4189,39,වල් ඌරෝ. තොත් දැන් ඕකටම යටවෙලා මැරියන්.,negative,negative,1
4193,4,නැහැ,negative,negative,1
4211,32,උඹලා හැමදාම කලේ ජාතික අපරාධ තමයි,negative,negative,1
4213,28,තවත් අවස්ථාවදි ඊනියා වියතෙක්,negative,positive,0
4224,13,වියතක් ගිය උඩ,neutral,positive,0
4226,19,හරිම බඩුවක් නේ මෙයා,conflict,neutral,0
4234,19,නොදොකින් පෙරේත වැඩ.,negative,negative,1
4259,16,කොහොමද දැන් ශෙපද,positive,positive,1
4265,41,සිරි ලාංකන්ස් ඉඟුරු දීලා මිරිස් ගත්තා වගේ,negative,negative,1
4270,29,හොද වෑඩේ පෑල් බෑදගෙන ගියේ කඩේ,negative,negative,1
4289,34,කරදරයක් නොවේවා කියා ප්රර්ථනා කරනවා,positive,positive,1
4291,17,ආයෙත් බඩු හරි වගේ,neutral,neutral,1
4296,24,විශ්වය පුරා බඩඑලිය ගියා.,negative,negative,1
4297,25,දැන් අපි සෝමාලියාවට ලඟයි.,neutral,neutral,1
4298,18,වචන දෙකයි හොඳ වැඩේ,positive,positive,1
4305,21,හැන්ඩ් ජොබ් එකක් ඕකේද,negative,neutral,0
4308,13,ඇයි අත කැඩිලද,negative,negative,1
4323,13,අපාය පේන මානේ,negative,negative,1
4326,21,ජිල්ෆිට් හුකෑස් හූ හූ,negative,negative,1
4327,15,අපි තමා අන්පිට්,negative,negative,1
4333,24,කන්ඩ නැතුව අපි අන් පිට්.,negative,negative,1
4339,17,අපොයි මොකද නැත්තේ,negative,neutral,0
4359,38,යන එන තැන් නැති වෙයි කියලා යන එන තැන්.,negative,negative,1
4380,29,මී උණ. වෙන මොකවත් නොවේ මී උණ.,negative,negative,1
4381,38,මී උණ මරණ නෙවෙයි නේද බොරු හෙඩිම ක් නේ.,negative,negative,1
4382,16,මී උණ 19 6000 9.,negative,negative,1
4386,36,කොවිඩ් වලට වැඩි හානියක් නිහඩවම කරනවා,negative,negative,1
4387,22,6118 මී උණ රෝගීන් නේද.,negative,negative,1
4390,28,ඌරු තෙල් නැති වෙන තරමට හොඳයි,positive,positive,1
4394,13,ලාංකික සම්භවය,neutral,neutral,1
4397,26,මදෑ කොලා ඔවු එහෙම නැතුව බෑ,negative,negative,1
4412,24,ජෝර්දානයේ ඇඟළුම් කම්හලක.,neutral,neutral,1
4426,35,මාරු වෙන්න ඕනම ග්රහය නීචවෙවී ඉන්නව.,negative,negative,1
4431,38,මූ නම් හරකෙක් නෙමෙයි හරක් ගෙනාපු නැවක්,negative,negative,1
4443,25,දිවුලපිටිය ඉඳන් කරන්න ඇයි,neutral,neutral,1
4444,24,කරාපිටිය ශික්ෂණ රෝහලේ දී,neutral,neutral,1
4446,24,දෙන්නා එහෙම යන්න ඇති නේද,neutral,neutral,1
4447,29,ළමයගේ පාසල තහවුරු වෙලා නැද්ද.,negative,neutral,0
4451,16,හමුවුණේ අහම්බෙන්,neutral,neutral,1
4472,35,දිව දෙකක් තියෙන සත්තු තමයි පොලිසියේ,negative,negative,1
4481,16,මුණ කචල් කද ආතල්,conflict,conflict,1
4485,19,මූන කැතයි ඇඟ සුරතල්,conflict,conflict,1
4493,41,මේක හොදා ලංකා ඌරු මස් සංසදයේ එකේ පල කරන්න,neutral,neutral,1
4503,35,බස් ගාස්තු වැඩි කිරීම් ප්රකාශක තුමා,neutral,neutral,1
4513,29,20 සම්මතවෙනකන් රට නිහඬ කරගන්න,neutral,neutral,1
4522,19,යකාදූව නෙමේ යකහටුව.,negative,neutral,0
4551,31,කොරෝනා වෙන්න බෑ මී උන වෙන්න ඇති,negative,conflict,0
4555,12,උම්මා බබා කෝ,neutral,neutral,1
4576,26,ලංකාවටත් එන්න කියපල්ලකෝ බං,neutral,neutral,1
4583,24,අනිවාර්යයෙන් පවුලේ වැඩක්,neutral,neutral,1
4587,41,225 ක් කට්ටියට දීල ඉතුරු ඒව වෙන්දේසි දාමු,neutral,neutral,1
4591,4,සෑර්,neutral,neutral,1
4600,35,හොඳටම තිබුණු රටක් අද වැටිච්චි තැනක්,negative,negative,1
4626,15,ප්රතිඅපනයනය කරන,neutral,neutral,1
4636,25,රංගේ.ඒ පැත්තෙ එහෙම ගියාද.,neutral,neutral,1
4663,3,එක.,neutral,neutral,1
4673,35,ගෑනිට බැන බැන ඉදහන්. එතකොට හරි යයි.,conflict,conflict,1
4685,20,ලංකාවෙ විස්කි තහනම්ද,neutral,neutral,1
4692,32,පෞරාණික වාලම්පුරි 02ක් වාලම්පුරි,neutral,neutral,1
4693,30,කවුද මිල තීරනය කරන්නේ.බෙල්ලා ද,neutral,neutral,1
4701,17,පොර හිරේ ගියා නේද,negative,negative,1
4702,13,039 වාලම්පුරි,neutral,neutral,1
4714,13,ඉවරයි කේස් එක,conflict,positive,0
4724,22,ටෙස්ට් එකක් කළ යුතුමයි,neutral,neutral,1
4752,26,ගැමුණු මහත්මයා කියන දේ හරි,positive,positive,1
4756,27,මූ කියන විදියට කොලානම් හරි,positive,positive,1
4764,31,මංතීරු නීතියේ සති දෙක ඉවරයි ඕයි,negative,neutral,0
4767,38,මෙහෙම ගිහාම හරියටම හරිද ගැමුණු මහත්තයෝ,positive,positive,1
4780,28,සීයා මනමාලයා නාකි ඉලන්දාරියා,conflict,neutral,0
4782,36,සමනලයින්ගෙ පැණි බොන පොරක් වෙන්න ඇති.,neutral,neutral,1
4791,40,අමතර ආදායම නෙවෙයි ප්රධාන ආදායම හොරා කෑම.,negative,negative,1
4795,26,මුන්ට ඡන්දෙ දුන්නෙ දැන දැන,neutral,neutral,1
4801,19,කිරි ලීටරය රු 55 යි,neutral,neutral,1
4807,29,පය බරවායට පිටිකර බෙහෙත් බැඳීම,negative,neutral,0
4809,9,දැන් සැපද,positive,positive,1
4810,33,කොමිස් කොටස වසල කබරයටද වසල රජුන්ට,negative,negative,1
4818,19,මේක වගේ මුසල හරකෙක්,negative,negative,1
4824,33,ඕකට හොදවැඩේ ඔලුව ඉදිමුන නායකයා.,negative,negative,1
4826,39,ජනපති ට්රම්ප්ට පරණ ඇමරිකානු පුරවැසියෙක්,neutral,neutral,1
4836,40,අනේ පව් අහිංසකයා. මූන දැක්කමත් හරි දුකයි,negative,negative,1
4848,7,ජරා සතා,negative,negative,1
4850,15,යකෙක් ආරූඩ වෙලා,negative,negative,1
4852,34,හොදට තිබුණු රටක් අපි වැටිච්ච තැනක්,negative,negative,1
4856,31,දෙව්දත් ගෙ පරම්පරාවේ එකෙක් වගේ.,negative,neutral,0
4870,23,ඔයා අර්ජුන් කමලනාත් නේද,neutral,neutral,1
4871,34,මේ වගේ මෝල්වහන්සේලා හැමතැනම ඉන්නවා,negative,negative,1
4885,23,ප්රසංශනීයයි. කලයුතු වැඩ,positive,positive,1
4896,31,අල්ලපු රටෙන් ආදර්ශ අර්න්ද කොහෙද,neutral,positive,0
4914,35,ශිරා පරණ සෙල්ලම ආයෙ පටන් අරගෙන වගේ.,neutral,neutral,1
4924,8,පැල වේවා,positive,positive,1
4942,8,බොරු වැඩ,negative,negative,1
4950,41,එක අවලන්ගු කලේ කොම්ස් මදි නිසා වෙන්න් අති,negative,negative,1
4960,21,බයිසිකලුත් දෙනවද මෙයා,neutral,neutral,1
4963,17,හොද වෙඩක් ජය පතමි,positive,positive,1
4982,33,ලෝකෙ කොතනත් ඔවුනොවුන් එකතු වනු ඇත,neutral,neutral,1
4989,37,1. ගෝටා 2. මහී 3. බැසී 4. චමා 5. නාමා,neutral,neutral,1
4992,38,මොන පැටව්ද මචං දන්නේ නැති හින්ද අහන්නේ,neutral,neutral,1
4996,41,කිඹුලෙක්ට නම් ලාල්. ගවයෙක් නම් ලන්සි පෝල්,neutral,neutral,1
5003,27,මුන් රටේ නීති වළපල්ලට යවනවා,negative,negative,1
5004,36,රටේ තවත් දැවෙන ප්රශ්නයක් විසඳුන වගයි,positive,positive,1
5009,19,ඒක තමයි හරිම විසඳුම,positive,positive,1
5012,13,ග්රාමයාලා ගොඩ,neutral,positive,0
5015,37,ලංකාවෙ නීති හදන උන්ට කේ ඉදං පිස්සු බං,negative,negative,1
5021,20,නරි එහෙම මරනව නෙමෙය්,conflict,positive,0
5031,20,සීනි බෝල සහ කැරට් අල,neutral,neutral,1
5035,41,අපිට හරක් මස් කන්නත් අයිතියක් නැද්ද එතකොට,negative,negative,1
5036,9,පෝක් කන්න,neutral,neutral,1
5052,27,උබෙ නෑයෙක්ද තනකොල කන ටොයියො,negative,negative,1
5057,21,හැම කැලේම අලි ඉන්නවාද,neutral,neutral,1
5059,24,අලි කවද්ද යකෝ තණකොළ කෑවේ,negative,negative,1
5061,39,වයස හරකුන් වැඩිහිටි නිවාස හදල ගාල්කලහැක,negative,negative,1
5065,21,අමාත්ය මණ්ඩලය ගැන නේ.,neutral,neutral,1
5072,36,නාමලයගෙ මාමණ්ඩිට හොද බිස්නස් තියෙයි.,positive,positive,1
5075,7,ගෝ ඨාබය,neutral,neutral,1
5091,42,මුන් අපිව හිනස්සල මරන්ඩ හදන්නෙ අනෙ සන්සාරෙ,negative,negative,1
5093,36,සජිත් ට පුරවන්ඩ දෙයක් ඉතුරු වෙල නැහැ,negative,neutral,0
5101,29,මිස් ශ්රී ලංකා යුරෝපියන් ලුක්,neutral,neutral,1
5108,38,මෙයාගේ පු පලන්න කැමති උන් ලයික් කරන්න.,negative,negative,1
5117,36,ඒක තමයි අර අමායා වගේ ඔයත් හරිම ශෝයි.,positive,positive,1
5119,39,ආරතීගේ නම්බර් එක දෙන්න මෙයා. කරුණාකරලා.,neutral,neutral,1
5138,17,තාම ලස්සනයි මෙයා.,positive,positive,1
5141,40,ලමයිනුයි තාත්තලයි නම් බේරෙයි. අම්මලා පව්,conflict,conflict,1
5147,38,ගෝතාබය වෙලා හිටියනම් රටට මෙහෙම වෙන් නෑ,negative,negative,1
5153,41,මාසෙකට 15000 ට කොළඹ සුපිරි නිවසක් කුලියට.,positive,positive,1
5154,32,පව් අසරණයෝ. ඔහොම කරන්න එපා අයියෝ,negative,negative,1
5164,31,පව් තදබල මානසික ආබාධිත තත්වයක්.,negative,negative,1
5165,22,ලඝු ලේකන පංති තියෙද බං,neutral,neutral,1
5166,40,ඔවු බන්. ඔය අපේ රටනෙ. එහේ තාම ඒව තියෙනව.,neutral,neutral,1
5167,16,ගල් යුගයේ විෂයන්,negative,negative,1
5169,20,දකුණේ එවුන් ඔහොම තමා,neutral,neutral,1
5170,29,දකුනේ බුද්ධිමත් චන්ද දායකයෙක්,positive,positive,1
5180,31,මාතර වීරයාට සුබ පැතුම් අනේ හුකේ,conflict,conflict,1
5181,38,අතයි බෙල්ලයි නෙමෙයි යි කපා ගන්න තිබුනේ,negative,negative,1
5188,29,රෝද දෙකට නෑ කියලා දන්නෙ නැද්ද,neutral,neutral,1
5201,26,පොලිස් මාමා වැඩේ ඇනුවා නේද,negative,negative,1
5205,23,ඕවා වැඩිය ගණන් ගන්න එපා,neutral,negative,0
5211,41,මේ කියන්නේ කට් පීස් ද දෙන්න යන්නේ හපොයි ස,negative,negative,1
5225,35,රංගොජාගේ අසූචිත් උන්ට සදුන් සුවදයි.,negative,negative,1
5233,38,ඉතාම කෘතහස්ත කලාකරුවෙක්. ඔබට නිවන්සුව.,positive,positive,1
5235,38,මාධ්යවේදීන් සහ පියුමි අතර වෙනසක් නැහැ.,neutral,neutral,1
5243,27,කරවල වලට ආසා කුනු රස නිසානේ,negative,neutral,0
5248,21,අනේ අප්පේ අපේ රටේ ලා.,negative,neutral,0
5258,29,වචන දෙකයි මට කියන්න තියෙන්නේ.,neutral,neutral,1
5269,29,හොද වැඩේ මහ ලොකු කයිවාරු පප්ප,negative,negative,1
5275,17,ජනතාවගේ කලාකරුවන්,positive,positive,1
5279,39,මේක ටෙනිසන් දැනගත්තා නම් එදයි මැරෙන්නෙ.,negative,negative,1
5281,11,හොරාට කරලා.,negative,negative,1
5285,26,මේ පරයා එකත් රෙකෝඩ් කරලනේ.,negative,negative,1
5286,22,නොදකින් තෝ වගේ පරයෙක්.,negative,negative,1
5288,34,අතට එන ගාන පිළිබඳ ආකර්ෂණය මදි වගේ.,negative,negative,1
5298,41,හොක් හොක් හොක් මොළ නෙමෙයි මොළ ගෙනාපු නැව්,negative,negative,1
5303,39,පව් බං අපි. තව අවුරුදු 50 ක් ගියත් තමයි,negative,negative,1
5337,10,හෙනම ගහපිය,negative,negative,1
5340,15,රට නියමෙට පෙරට.,positive,positive,1
5349,23,ඇයි ඒ දරුව ව හොරකම් කලේ,negative,negative,1
5358,30,මගේ පුතා කවුරුන් හෝ අරන් ගොස්.,negative,negative,1
5368,40,පවු බන්.අන්න ඇත්ත අම්ම පොලිසියට කියල 16.,negative,negative,1
5374,41,මේ කතාව අසම්පූර්ණයි වගේ. මට නම් මේක අවුල්,negative,negative,1
5390,30,කර්මය කොහෙ ගියත් පටිසන් දෙනවා.,negative,conflict,0
5397,25,ඔව් උන් ඇත්ත කියලා නෑ නේ.,negative,negative,1
5410,42,සිංහල අම්මා කෙනෙක් ඇයි ඒ දරුව ව හොරකම් කලේ,negative,negative,1
5428,9,බාරදෙන්න.,neutral,neutral,1
5429,36,ෂූම් කරල බලපු උන් අත උස්සපියව් බලන්න,negative,neutral,0
5435,15,ඕවට තමා කියන්නේ,neutral,neutral,1
5440,30,ගොන්නු හින්ද දක්කන්න ලේසියි.ජහ,negative,conflict,0
5450,39,ඒකත් බාල ප්ලාස්ටික් වගේ මටනම් පෙනෙන්නේ.,negative,negative,1
5463,30,ඒවායින් තමා ඒ අය ජීවත් වෙන්නෙ.,neutral,neutral,1
5466,19,මානසික ලෙඩ්ඩු. පව්.,negative,negative,1
5470,29,කෙහෙද දැන් ඔය කියන අර හැඩ වැඩ,neutral,neutral,1
5472,33,අය්යෝ හරේන්ද්ර ඔයා මේ බඩු ගොඩේ ද.,negative,negative,1
5474,39,එළදෙන්නු කොහොම හිටියත් බුරුල්ල එලි යෙනේ,negative,negative,1
5488,29,මේ යකා මොනවහරි සැර දෙයක් බීලද,negative,negative,1
5489,30,වොලිබෝල් නම් ඉතින් ගම්පහ තමයි.,positive,positive,1
5490,29,මාදම්පේ නාත්තන්ඩිය අහලා නැද්ද,neutral,neutral,1
5491,16,කාලික වසන්තප්රිය,neutral,neutral,1
5492,30,ඇයි වාද්දුව පොතුපිටිය උඩින් ම.,neutral,neutral,1
5497,42,මොනවා කරත් මුගෙ මොන්ගල් ඩැල් එක මකන්න බැහැ,negative,negative,1
5498,38,ක්රීඩාවට අරන් වලපල්ලට යවන්න වෙන්න ඇති.,negative,negative,1
5500,19,ජනාධිපති රන් කුසලාන,neutral,neutral,1
5505,24,රඟපාලා මාකටින් කරනවා වගේ,neutral,negative,0
5511,37,කියන එක දන්නේ නැති එකා මේක තේරුම් ගනී,positive,conflict,0
5517,39,ම්ේ වගේ උන්ට මොනම රජයක්වත් හරියන්නෙ නෑ.,negative,negative,1
5538,23,නිර්මාණ දායකත්වය. චීචි.,neutral,positive,0
5545,9,මට කියන්න,neutral,neutral,1
5582,39,දිල්ලියේ සමස්ත ලංකා වෛද්ය විද්යා ආයතනයේ,neutral,neutral,1
5603,21,නම් රජපක්ශ රජපක්ශ නම්,neutral,neutral,1
5610,42,මහා බැංකුව කැඩුවේ කවුද. ලංකාවේ අපේ ලංකාවේ.,negative,negative,1
5618,20,ලොක්කගේ ගම නොවන නිසා,neutral,neutral,1
5620,16,මහේලත් අනේ මන්දා,negative,negative,1
5625,6,ඒ කවුද,neutral,neutral,1
5642,42,ඉතින් මොකෝ ඒ ගෑනි ඒ ගෑනිගේ ආගම ඇදහුවාම උඹට,negative,neutral,0
5650,25,දැන් ඉතිං ඇර සොයිසා තමයි.,negative,neutral,0
5655,28,රතන හාමුදුරුවන්ගෙ නෑ කෙනෙක්ද,neutral,neutral,1
5656,40,වපුරණ දෙයට අනුව පලදාව ලැබී ඇත. ලැබෙනු ඇත,neutral,neutral,1
5662,26,ගරු විජිත් විජයමුණි සොයිසා,neutral,neutral,1
5670,14,නියම සිංහලයෙක්,positive,positive,1
5676,14,කහ ආනයනය තහනම්,neutral,negative,0
5688,10,කහගත්තහැකි,neutral,neutral,1
5691,6,කරගන්න,neutral,neutral,1
5698,26,විදේශ කුමන්ත්රනයක් විය හැක,negative,negative,1
5707,42,උම්බේ කොමෙන්ට් එකත් සුජියගෙ පොත වගේ නිකන්.,negative,positive,0
5708,26,ඉතින් ආයුබෝවන් බනානා හොරු.,conflict,negative,0
5714,39,ඉන්න සුදුසු නැති අය අයින් වෙන එක හොඳයි.,positive,negative,0
5716,8,අනේ මෙයා,neutral,neutral,1
5718,41,ප්රීති. ප්රීතී. උදේ පාන්දරම සුභ ආරංචියක්.,positive,positive,1
5722,26,රසත් නැති ගුනත් නැති පතෝල.,negative,negative,1
5730,31,රාජපක්ෂල ගැන ගහපු බේගල් පාපෙන්.,negative,negative,1
5732,10,ලොකු දෙයක්,positive,positive,1
5734,19,සුහද කොකා මතක් උනා.,neutral,neutral,1
5735,30,69 ලක්ෂයක් පුදුම වෙන්නයි යන්නේ,neutral,neutral,1
5736,19,දෙවියන්ගෙම පිහිටයි.,positive,positive,1
5750,6,මැරුණෙ,negative,negative,1
5767,35,මුද්දර මත්ද්රව්ය කියන්නෙ මොනවාද අනේ,negative,neutral,0
5772,35,ඔය එක දේශපාලකයින් ට දැම්මනම් හොඳයි.,positive,positive,1
5777,41,තොට ලයිසන් එකක් නැති නිසා කොහොම දැනගන්නද.,negative,negative,1
5800,10,නියම කතාව.,positive,positive,1
5812,16,ඉදකින් කූතාඩියා.,negative,negative,1
5814,10,හරියටම හරි,positive,positive,1
5839,41,වාහන ආනයනය කරන කාලෙ අඩුවට දුන්න වගේ කතාව.,negative,negative,1
